study_id,title,doi,journal,year,country,species_english,species_latin,fish_family,sex,age,exposure_id,assay_id,pharmaceutical,pharmaceutical_class,dosage,dosage_unit,duration,duration_unit,immune_trait,immune_category_high,orientation,data_source,control_mean,control_sd,control_se,control_n,treatment_mean,treatment_sd,treatment_se,treatment_n
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp02,2745_ribas_2017_exp01_assay01,diclofenac,anti-inflammatory,2,ug/l,14,days,leukocytes male 10^6/ul,WBC,1,2745_ribas_2017_fig1a.jpg,1.11E+02,2.60E+01,8.23E+00,10,4.27E+01,2.71E+01,6.05E+00,20
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp03,2745_ribas_2017_exp01_assay01,diclofenac,anti-inflammatory,20,ug/l,14,days,leukocytes male 10^6/ul,WBC,1,2745_ribas_2017_fig1a.jpg,1.11E+02,2.60E+01,8.23E+00,10,7.31E+01,4.33E+01,9.69E+00,20
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp01,2745_ribas_2017_exp01_assay02,diclofenac,anti-inflammatory,0.2,ug/l,14,days,leukocytes female,WBC,1,2745_ribas_2017_fig1e.jpg,6.81E+01,2.14E+01,6.76E+00,10,3.03E+01,3.45E+01,7.73E+00,20
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp02,2745_ribas_2017_exp01_assay02,diclofenac,anti-inflammatory,2,ug/l,14,days,leukocytes female,WBC,1,2745_ribas_2017_fig1e.jpg,6.81E+01,2.14E+01,6.76E+00,10,1.99E+01,8.64E+00,1.93E+00,20
2745_ribas_2017,Inhibition of immune responses and related proteins in Rhamdia quelen exposed to diclofenac,10.1002/etc.3742,Environmental Toxicology and Chemistry,2017,brazil,south american catfish,Rhamdia quelen,Heptapteridae,mixed,adult,2745_ribas_2017_exp03,2745_ribas_2017_exp01_assay02,diclofenac,anti-inflammatory,20,ug/l,14,days,leukocytes female,WBC,1,2745_ribas_2017_fig1e.jpg,6.81E+01,2.14E+01,6.76E+00,10,1.51E+01,1.08E+01,2.41E+00,20
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp01,2778_rodenas_2017_exp01_assay01,ee2,contraceptive,5,ng/l,58,days,lysozyme absorbance,humoral-mediated,1,2778_rodenas_2017_fig4h.jpg,5.08E-01,4.97E-02,2.03E-02,6,7.68E-01,9.95E-03,4.06E-03,6
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp02,2778_rodenas_2017_exp02_assay01,ee2,contraceptive,50,ng/l,58,days,lysozyme absorbance,humoral-mediated,1,2778_rodenas_2017_fig4h.jpg,5.08E-01,4.97E-02,2.03E-02,6,6.54E-01,9.95E-03,4.06E-03,6
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp01,2778_rodenas_2017_exp01_assay02,ee2,contraceptive,5,ng/l,58,days,total igm absorbance,humoral-mediated,1,2778_rodenas_2017_fig4m.jpg,1.52E+00,8.71E-02,3.55E-02,6,1.61E+00,1.74E-01,7.11E-02,6
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp02,2778_rodenas_2017_exp02_assay02,ee2,contraceptive,50,ng/l,58,days,total igm absorbance,humoral-mediated,1,2778_rodenas_2017_fig4m.jpg,1.52E+00,8.71E-02,3.55E-02,6,2.11E+00,1.16E-01,4.74E-02,6
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp01,2778_rodenas_2017_exp01_assay03,ee2,contraceptive,5,ng/l,58,days,bactericidal capacity %,humoral-mediated,1,2778_rodenas_2017_fig5h.jpg,5.15E+01,2.38E+00,9.71E-01,6,7.96E+01,1.00E-02,0.00E+00,6
2778_rodenas_2017,Estrogens Promote the Production of Natural Neutralizing Antibodies in Fish through G Protein-Coupled Estrogen Receptor 1,10.3389/fimmu.2017.00736,Frontiers in Immunology,2017,spain,gilthead seabream,Sparus aurata,Sparidae,not reported,juvenile,2778_rodenas_2017_exp02,2778_rodenas_2017_exp02_assay03,ee2,contraceptive,50,ng/l,58,days,bactericidal capacity %,humoral-mediated,1,2778_rodenas_2017_fig5h.jpg,5.15E+01,2.38E+00,9.71E-01,6,6.46E+01,1.19E+00,4.85E-01,6
2896_saravanan_2012,"Effects of Ibuprofen on hematological, biochemical and enzymological parameters of blood in an Indian major carp, Cirrhinus mrigala",10.1016/j.etap.2012.02.005,Environmental Toxicology and Pharmacology,2012,india,indian major carp,Cirrhinus mrigala,Cyprinidae,not reported,juvenile,2896_saravanan_2012_exp01,2896_saravanan_2012_exp01_assay01,ibuprofen,anti-inflammatory,14.2,ppm,35,days,wbc 1000 cu.mm,WBC,1,2896_saravanan_2012_fig4.jpg,1.25E+01,1.97E+00,4.41E-01,20,2.38E+01,1.32E+00,2.94E-01,20
3039_sibiya_2023,Response of hepatic biochemical parameters and neurotoxicity to carbamazepine and ibuprofen in Oreochromis mossambicus,10.1007/s10695-023-01172-x,Fish Physiology Biochemistry,2023,india,mozambique tilapia,Oreochromis mossambicus,Cichlidae,not reported,juvenile,3039_sibiya_2023_exp01,3039_sibiya_2023_exp01_assay01,ibuprofen,anti-inflammatory,0.5,ug/l,14,days,lysozyme,humoral-mediated,1,3039_sibiya_2023_fig7b2.jpg,1.80E-01,4.04E-03,1.80E-03,5,2.58E-01,1.82E-02,8.12E-03,5
3039_sibiya_2023,Response of hepatic biochemical parameters and neurotoxicity to carbamazepine and ibuprofen in Oreochromis mossambicus,10.1007/s10695-023-01172-x,Fish Physiology Biochemistry,2023,india,mozambique tilapia,Oreochromis mossambicus,Cichlidae,not reported,juvenile,3039_sibiya_2023_exp02,3039_sibiya_2023_exp02_assay01,ibuprofen,anti-inflammatory,5,ug/l,14,days,lysozyme,humoral-mediated,1,3039_sibiya_2023_fig7b2.jpg,1.80E-01,4.04E-03,1.80E-03,5,3.09E-01,3.63E-02,1.62E-02,5
3039_sibiya_2023,Response of hepatic biochemical parameters and neurotoxicity to carbamazepine and ibuprofen in Oreochromis mossambicus,10.1007/s10695-023-01172-x,Fish Physiology Biochemistry,2023,india,mozambique tilapia,Oreochromis mossambicus,Cichlidae,not reported,juvenile,3039_sibiya_2023_exp03,3039_sibiya_2023_exp03_assay01,ibuprofen,anti-inflammatory,50,ug/l,14,days,lysozyme,humoral-mediated,1,3039_sibiya_2023_fig7b2.jpg,1.80E-01,4.04E-03,1.80E-03,5,3.61E-01,5.25E-02,2.35E-02,5
3147_sun_2019,Effects of 17??ethinylestradiol on caudal fin regeneration in zebrafish larvae,10.1016/j.scitotenv.2018.10.275,Science of the Total Environment,2019,china,zebrafish,Danio rerio,Cyprinidae,not reported,larvae,3147_sun_2019_exp01,3147_sun_2019_exp01_assay01,ee2,contraceptive,1,ng/l,72,hours,neutrophil number,WBC,1,3147_sun_2019_fig5c.jpg,4.52E+00,1.47E+00,4.23E-01,12,4.04E+00,6.29E-01,1.81E-01,12
3147_sun_2019,Effects of 17??ethinylestradiol on caudal fin regeneration in zebrafish larvae,10.1016/j.scitotenv.2018.10.275,Science of the Total Environment,2019,china,zebrafish,Danio rerio,Cyprinidae,not reported,larvae,3147_sun_2019_exp02,3147_sun_2019_exp02_assay01,ee2,contraceptive,10,ng/l,72,hours,neutrophil number,WBC,1,3147_sun_2019_fig5c.jpg,4.52E+00,1.47E+00,4.23E-01,12,3.31E+00,1.05E+00,3.02E-01,12
3147_sun_2019,Effects of 17??ethinylestradiol on caudal fin regeneration in zebrafish larvae,10.1016/j.scitotenv.2018.10.275,Science of the Total Environment,2019,china,zebrafish,Danio rerio,Cyprinidae,not reported,larvae,3147_sun_2019_exp03,3147_sun_2019_exp03_assay01,ee2,contraceptive,100,ng/l,72,hours,neutrophil number,WBC,1,3147_sun_2019_fig5c.jpg,4.52E+00,1.47E+00,4.23E-01,12,2.28E+00,1.26E+00,3.63E-01,12
3399_vonsiebenthal_2018,Trade-Offs Underwater: Physiological Plasticity of Rainbow Trout (Oncorhynchus mykiss) Confronted by Multiple Stressors,10.3390/fishes3040049,Fishes,2018,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,3399_vonsiebenthal_2018_exp01,3399_vonsiebenthal_2018_exp01_assay01,ee2,contraceptive,5.5,ng/l,118,days,fold change igm-sec high feed,humoral-mediated,1,3399_vonsiebenthal_2018_fig4b.jpg,1.27E+00,1.24E+00,4.40E-01,8,1.73E+00,1.60E+00,5.67E-01,8
3399_vonsiebenthal_2018,Trade-Offs Underwater: Physiological Plasticity of Rainbow Trout (Oncorhynchus mykiss) Confronted by Multiple Stressors,10.3390/fishes3040049,Fishes,2018,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,3399_vonsiebenthal_2018_exp01,3399_vonsiebenthal_2018_exp01_assay02,ee2,contraceptive,5.5,ng/l,118,days,fold change igm-sec low feed,humoral-mediated,1,3399_vonsiebenthal_2018_fig4b.jpg,1.72E+00,1.46E+00,5.17E-01,8,1.45E+00,1.24E+00,4.38E-01,8
3399_vonsiebenthal_2018,Trade-Offs Underwater: Physiological Plasticity of Rainbow Trout (Oncorhynchus mykiss) Confronted by Multiple Stressors,10.3390/fishes3040049,Fishes,2018,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,3399_vonsiebenthal_2018_exp01,3399_vonsiebenthal_2018_exp01_assay03,ee2,contraceptive,5.5,ng/l,118,days,fold change il-10 high feed,cytokines,1,3399_vonsiebenthal_2018_fig4c.jpg,7.56E-01,2.11E-01,7.46E-02,8,3.55E+00,2.78E+00,9.83E-01,8
3399_vonsiebenthal_2018,Trade-Offs Underwater: Physiological Plasticity of Rainbow Trout (Oncorhynchus mykiss) Confronted by Multiple Stressors,10.3390/fishes3040049,Fishes,2018,switzerland,rainbow trout,Oncorhynchus mykiss,Salmonidae,mixed,juvenile,3399_vonsiebenthal_2018_exp01,3399_vonsiebenthal_2018_exp01_assay04,ee2,contraceptive,5.5,ng/l,118,days,fold change il-10 low feed,cytokines,1,3399_vonsiebenthal_2018_fig4c.jpg,1.89E+00,1.07E+00,3.77E-01,8,5.90E+00,3.64E+00,1.29E+00,8
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay01,tetracycline,antibiotic,400,ng/l,10,weeks,il1B content (pg/mg protein),cytokines,-1,3639_xu_2022_fig3c.jpg,1.20E+01,1.23E+00,7.09E-01,3,9.88E+00,4.09E-01,2.36E-01,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay01,tetracycline,antibiotic,800,ng/l,10,weeks,il1B content (pg/mg protein),cytokines,-1,3639_xu_2022_fig3c.jpg,1.20E+01,1.23E+00,7.09E-01,3,8.78E+00,6.82E-01,3.94E-01,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay02,tetracycline,antibiotic,400,ng/l,10,weeks,il8 content (pg/mg protein),cytokines,-1,3639_xu_2022_fig3d.jpg,1.21E+01,9.65E-01,5.57E-01,3,1.03E+01,3.86E-01,2.23E-01,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay02,tetracycline,antibiotic,800,ng/l,10,weeks,il8 content (pg/mg protein),cytokines,-1,3639_xu_2022_fig3d.jpg,1.21E+01,9.65E-01,5.57E-01,3,1.00E+01,5.14E-01,2.97E-01,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay03,tetracycline,antibiotic,400,ng/l,10,weeks,il1b relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,1.91E-02,1.10E-02,3,1.10E+00,8.61E-02,4.97E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay03,tetracycline,antibiotic,800,ng/l,10,weeks,il1b relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,1.91E-02,1.10E-02,3,4.75E-01,6.70E-02,3.87E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay04,tetracycline,antibiotic,400,ng/l,10,weeks,il 8 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,1.44E-01,8.29E-02,3,5.64E-01,1.34E-01,7.73E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay04,tetracycline,antibiotic,800,ng/l,10,weeks,il 8 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,1.44E-01,8.29E-02,3,2.38E-01,4.78E-02,2.76E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay05,tetracycline,antibiotic,400,ng/l,10,weeks,il 10 relative expression,cytokines,1,3639_xu_2022_fig3f.jpg,9.94E-01,6.70E-02,3.87E-02,3,9.94E-01,1.15E-01,6.63E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay05,tetracycline,antibiotic,800,ng/l,10,weeks,il 10 relative expression,cytokines,1,3639_xu_2022_fig3f.jpg,9.94E-01,6.70E-02,3.87E-02,3,1.03E+00,9.57E-03,5.52E-03,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay06,tetracycline,antibiotic,400,ng/l,10,weeks,il 16 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,6.70E-02,3.87E-02,3,1.09E+00,3.83E-02,2.21E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay06,tetracycline,antibiotic,800,ng/l,10,weeks,il 16 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,6.70E-02,3.87E-02,3,1.25E+00,2.39E-01,1.38E-01,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay07,tetracycline,antibiotic,400,ng/l,10,weeks,il 17d relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,9.34E-01,4.78E-02,2.76E-02,3,1.01E+00,1.91E-02,1.10E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay07,tetracycline,antibiotic,800,ng/l,10,weeks,il 17d relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,9.34E-01,4.78E-02,2.76E-02,3,1.08E+00,1.34E-01,7.73E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp01,3639_xu_2022_exp01_assay08,tetracycline,antibiotic,400,ng/l,10,weeks,il 34 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,2.30E-01,1.33E-01,3,1.25E+00,1.34E-01,7.73E-02,3
3639_xu_2022,Physiological and transcriptomic analyses reveal the toxicological mechanism and risk assessment of environmentally-relevant waterborne tetracycline exposure on the gills of tilapia (Oreochromis niloticus),10.1016/j.scitotenv.2021.151290,Science of the Total Environment,2022,china,nile tilapia,Oreochromis niloticus,Cichlidae,male,juvenile,3639_xu_2022_exp02,3639_xu_2022_exp02_assay08,tetracycline,antibiotic,800,ng/l,10,weeks,il 34 relative expression,cytokines,-1,3639_xu_2022_fig3f.jpg,1.01E+00,2.30E-01,1.33E-01,3,1.01E+00,1.44E-01,8.29E-02,3
3768_zhang_2021,Interactive Effects of Microplastics and Tetracycline on Bioaccumulation and Biochemical Status in Jian Carp (Cyprinus carpio var. Jian),10.3389/fenvs.2021.764344,Frontiers in Environmental Science,2021,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3768_zhang_2021_exp01,3768_zhang_2021_exp01_assay01,tetracycline,antibiotic,1,ug/l,96,hours,il-1B relative gene expression,cytokines,1,3768_zhang_2021_fig4a.jpg,5.09E-01,8.99E-02,4.49E-02,4,5.33E+00,1.08E+00,5.39E-01,4
3768_zhang_2021,Interactive Effects of Microplastics and Tetracycline on Bioaccumulation and Biochemical Status in Jian Carp (Cyprinus carpio var. Jian),10.3389/fenvs.2021.764344,Frontiers in Environmental Science,2021,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3768_zhang_2021_exp01,3768_zhang_2021_exp01_assay02,tetracycline,antibiotic,1,ug/l,96,hours,relative expression il-10,cytokines,1,3768_zhang_2021_fig4b.jpg,1.02E+00,1.50E-01,7.49E-02,4,5.33E+00,8.99E-01,4.49E-01,4
3768_zhang_2021,Interactive Effects of Microplastics and Tetracycline on Bioaccumulation and Biochemical Status in Jian Carp (Cyprinus carpio var. Jian),10.3389/fenvs.2021.764344,Frontiers in Environmental Science,2021,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3768_zhang_2021_exp01,3768_zhang_2021_exp01_assay03,tetracycline,antibiotic,1,ug/l,96,hours,relative expression tgf-B,cytokines,1,3768_zhang_2021_fig4c.jpg,1.09E+00,2.44E-01,1.22E-01,4,3.46E+00,3.76E-01,1.88E-01,4
3768_zhang_2021,Interactive Effects of Microplastics and Tetracycline on Bioaccumulation and Biochemical Status in Jian Carp (Cyprinus carpio var. Jian),10.3389/fenvs.2021.764344,Frontiers in Environmental Science,2021,china,common carp,Cyprinus carpio,Cyprinidae,not reported,not reported,3768_zhang_2021_exp01,3768_zhang_2021_exp01_assay04,tetracycline,antibiotic,1,ug/l,96,hours,relative expression tlr-2,cell-mediated,1,3768_zhang_2021_fig4d.jpg,9.02E-01,1.69E-01,8.46E-02,4,8.68E+00,1.69E+00,8.46E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp01,3795_zhang_2018_exp01_assay01,ee2,contraceptive,5,ng/l,48,hours,relative mRNA expression OM-hep1,cell-mediated,1,3795_zhang_2018_fig1a.jpg,4.76E+00,9.59E-01,4.79E-01,4,4.16E+00,1.34E+00,6.71E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp02,3795_zhang_2018_exp02_assay01,ee2,contraceptive,500,ng/l,48,hours,relative mRNA expression OM-hep1,cell-mediated,1,3795_zhang_2018_fig1a.jpg,4.76E+00,9.59E-01,4.79E-01,4,1.97E+00,2.40E-01,1.20E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp01,3795_zhang_2018_exp01_assay02,ee2,contraceptive,5,ng/l,48,hours,relative mRNA expression OM-MyD88,cell-mediated,1,3795_zhang_2018_fig1c.jpg,1.01E+00,3.45E-01,1.73E-01,4,8.32E-01,4.67E-01,2.34E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp02,3795_zhang_2018_exp02_assay02,ee2,contraceptive,500,ng/l,48,hours,relative mRNA expression OM-MyD88,cell-mediated,1,3795_zhang_2018_fig1c.jpg,1.01E+00,3.45E-01,1.73E-01,4,3.10E-01,8.12E-02,4.06E-02,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp01,3795_zhang_2018_exp01_assay03,ee2,contraceptive,5,ng/l,48,hours,relative mRNA expression OM-NFkBp65,cell-mediated,1,3795_zhang_2018_fig1d.jpg,1.85E+00,2.38E-01,1.19E-01,4,7.99E-01,2.72E-01,1.36E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp02,3795_zhang_2018_exp02_assay03,ee2,contraceptive,500,ng/l,48,hours,relative mRNA expression OM-NFkBp65,cell-mediated,1,3795_zhang_2018_fig1d.jpg,1.85E+00,2.38E-01,1.19E-01,4,1.31E+00,3.74E-01,1.87E-01,4
3795_zhang_2018,The transcriptional regulation of an antimicrobial peptide hepcidin1 in Oryzias melastigma upon EE2 exposure involved in a new pathway with a novel transcriptional regulatory element HepERE,10.1016/j.fsi.2018.08.028,Fish and Shellfish Immunology,2018,china,marine medaka,Oryzias melastigma,Adrianichthyidae,male,adult,3795_zhang_2018_exp01,3795_zhang_2018_exp01_assay04,ee2,contraceptive,5,ng/l,48,hours,relative mRNA expression OM-JAK2,cell-mediated,1,3795_zhang_2018_fig1e.jpg,1.46E+00,4.90E-01,2.45E-01,4,3.74E-01,1.60E-01,8.02E-02,4
